label	type	id	description
Hisense RM469N4AFDUK Fridge Freezer, D Rated in Black	thread	f9e608fb6cd00eb8c4988cca67ff8cc1517a71cb0729f64724fe2bd979af1443	Hisense RM469N4AFDUK Fridge Freezer, D Rated in Black | £599.98A £200 reduction automatically applied at checkoutShipping Included. Item may be available in your local warehouse, prices may vary.The Hisense RM469N4AFDUK Fridge Freezer is designed to keep your groceries fresh for longer.*product specifications:*- Stainless steel finish- 368 litre capacity- Total No Frost technology- Salad Crisper drawer
Yankee Candle Scented Candles Gift Set | Mini Filled Votive Candles | Soy Blend Wax Mix | Azure Sky, Capri Glow & Lemon	thread	b196b1e855d15756673484417f4ab8c30d89daf662ee1d627ccd9edc36c7fd70	Yankee Candle Scented Candles Gift Set | Mini Filled Votive Candles | Soy Blend Wax Mix | Azure Sky, Capri Glow & Lemon | THE ANY-OCCASION CANDLE GIFT SET: Presented in beautiful packaging, this set of 3 Mini Filled Votive scented candles makes the perfect birthday present, new home gift, Mothers Day gift, thank you gift and moreMINI FILLED VOTIVE CANDLES: The perfect size for sampling to find your new favourite fragrance, made with a smooth soy wax blend that delivers a clean, consistent burnAZURE SKY: Tidal marine notes mingled with fresh mango, sweet coconut cream and solar tuberoseCAPRI GLOW: Notes of sun-kissed amber, frangipani and citrus zest create a creamy yet sweet summer scentLEMON GELATO: Cool down during a hot afternoon with a stop at the gelato shop, where fizzy fruits and icy sweets tantalise your senses
Fifty Shades Freed - 4K Blueay / Mary Poppins Returns 4K Bluray / Dolittle 4K Bluray - Price Each	thread	4b011da23e98086b840f81beac072cf47d91841e687a3ae076193631eeccdbe5	Fifty Shades Freed - 4K Blueay / Mary Poppins Returns 4K Bluray / Dolittle 4K Bluray - Price Each | Links:Fifty Shades Freed - 4K Ultra HD: https://www.zavvi.com/4k/fifty-shades-freed-4k-ultra-hd-includes-digital-download/11723023.html - £4.99Mary Poppins Returns - 4K Ultra HD: https://www.zavvi.com/4k/mary-poppins-returns-4k-ultra-hd/12007096.html - £4.99Dolittle - 4K Ultra HD: Dolittle - 4K Ultra HDhttps://www.zavvi.com/4k/dolittle-4k-ultra-hd-includes-2d-blu-ray/12452179.html - £4.99Delivery: £1.99It looks like a good deal get 3 4K movies for £16.96 with delivery.Cheers
Hotel Chocolat Dark Chocolate Baton Library - 45 High-Cacao Chocolates, 365g - Chocolate Box - Suitable for Vegetarians	thread	aca16295427e429675108332fdb9b67b2c94a99333d6eab30685ea1f9ee05b3e	Hotel Chocolat Dark Chocolate Baton Library - 45 High-Cacao Chocolates, 365g - Chocolate Box - Suitable for Vegetarians | Brand: Hotel ChocolatItem form: BarOccasion: BirthdayChocolate type: DarkFlavour: Dark chocolate batonsUnit count: 365.0 gram(s)45 slim, solid batons cast in high-cacao chocolate: 65% Supermilk, 70% and 80% darkA showcase of Hotel Chocolat’s dark chocolate gradesMade according to Hotel Chocolat’s ‘more cacao, less sweet’ mantra100% of Hotel Chocolat’s cacao is Engaged EthicsHotel Chocolat’s three pillars are authenticity, originality and ethicsIngredients: Cocoa solids (cocoa mass, cocoa butter), sugar, full cream MILK powder, emulsifier (SOYA lecithin), natural flavour (vanilla).
Google TV Streamer 4K	thread	33c03712e5857c0ee354cc37e6583ee8d5f92960c7c5732c4d05357995ede5bd	Google TV Streamer 4K | Good Price if you can't get it from Google directly with the BLC discount. Description &amp; DetailsGoogle TV Streamer 4K Fast Streaming Entertainment on Your TV with Voice Search Remote Watch Movies Shows Live TV and Net DescriptionThe Google TV Streamer 4K delivers your favorite entertainment quickly easily and personalized to you1 2 Get fast performance responsive navigation and tailored recommendations from Googles most advanced streamer yet And all your content is organized in one place so youll do a lot less searching and way more watching
[Steam/PC] Untold Tales Indie Roulette Bundle - 5 for £3.68 / 8 for £6.62 / 10 for £8.83	thread	0bb8becef5c8a5163cbcc857084cfe491940d5f302279f66b35006e9fe6e193f	[Steam/PC] Untold Tales Indie Roulette Bundle - 5 for £3.68 / 8 for £6.62 / 10 for £8.83 | Let the games begin! Pay what you want to spin the wheel and play Indie Roulette with our latest bundle! Get 10 unique titles—each completely different and fresh. Want to play a cozy game? We got Everdream Valley. Prefer a brutal top-down shooter? You're in for a treat with The Hong Kong Massacre. In the mood to relax with a round of golf? Look no further than Golf Club Nostalgia. We have every corner of the gaming spectrum covered! Let the games begin and help support Children's Miracle Network Hospitals with your purchase!Pay £3.68 for ATONE: Heart of the Elder Tree, Mythic Ocean, What the Duck, Don't be Afraid, Golf Club Nostalgia£6.62 to add Arise: A Simple Story, Flame Keeper, The Hong Kong Massacre£8.83 to add Everdream Valley, Frozenheim
LEGO Ideas River Steamboat 21356	thread	14c40fee5cf271afc5cddaf58b470f0404b3b318111410378e965d7dd075c4b0	LEGO Ideas River Steamboat 21356 | Cheaper with fee free card
Am I getting a free Galaxy Fold7?	thread	351900d4988b6c8bfa3b7174507b8d313d468c405c1b0055df9bbd98d6e4c1c4	Am I getting a free Galaxy Fold7? | So I ordered the Fold7 via Samsung EPP with a double tablet trade in, various codes including the PayPal £100, free buds and a half price case. Came in at a grand and some change.Many others here started getting orders cancelled with little communication for what seems like double tablet trade in or the PayPal code I had to kick the delivery date out till 8th August due to a holiday.My payment in PayPal and the attached card remained at pending for some time until early yesterday.So now.....Order with Samsung now shows as confirmed, so it's moved on from Acknowledged.PayPal transaction shows as complete. My Halifax CC app (the only card attached to PP) has dropped the pending transaction and had no knowledge of any Samsung transaction.So Samsung thinks it's paid, PayPal thinks it's paid, Halifax knows nothing. Any thoughts?
LEGO Icons Leonardo da Vinci’s Flying Machine 10363	thread	6a93e4da87616b7c06af9ff71eed79a98d8c985a4a57e04b9f57203a40904600	LEGO Icons Leonardo da Vinci’s Flying Machine 10363 | Da Vinci ornithopter building set for adults – Discover the history of aeronautical innovation with LEGO Icons Leonardo da Vinci’s Flying MachineWhat’s in the box – LEGO version of da Vinci’s visionary ornithopter, a display stand and a Leonardo da Vinci minifigure holding a quill and sketchTrigger-activated wings – Recreate the flying machine with its flappable textile wings and tail driven by a mechanism of string, hinges and pulleys
Hollister Icon Crew T-Shirt Blue,Red M-XL Regular	thread	f6c2daebc53f56d3becb31c80fcd8c13d6c5d3830570d7d8df9201b9cfcd4c06	Hollister Icon Crew T-Shirt Blue,Red M-XL Regular | Limited sizes and regular only but still a decent deal
international Chess Day - 20 july	thread	b5c47cf8bc57cdf5b82567608b6696e47cc7db0d605aef22033733454b7e3888	international Chess Day - 20 july | It's apparently international Chess Day this Sunday, 20 July, Any regular players on hukd? I also play quite regularly at the outdoor chess pieces at Westfield Stratford City in London
Adidas Adilette 22 Slides Sizes 3-9	thread	8604725967bd38de3ea6c5baccfc5b6f457101b0509a36936cef30fa50153078	Adidas Adilette 22 Slides Sizes 3-9 | Adidas Adilette 22Clay Strata &amp; Earth Strata in sizes 3-9 reduced from £49.99adidas takes you on a trip to Mars with these Adilette 22 slides, literally. Detailed with a topographic map design of the planet, its futuristic inspiration doesn't stop there, they're also made in part from sugarcane and can be worn from wet to dry ground.Bio-based EVA MaterialContoured Footbed
Voodoo Bizango Pro Mountain Bike - S, M, L, XL Frames	thread	49d7b407c7c775144e2478cfd3e125b389171cff5a3833681d38980ba7504654	Voodoo Bizango Pro Mountain Bike - S, M, L, XL Frames | Supposedly a good bike for this money. Hope so, cause I've pulled the trigger.
Starbucks Toffee Nut Latte Coffee Pods (6 Servings) - Instore Queensferry	thread	008941b67a36459f093ea58368e08a08a7e258089bbcfd51ae5b330995fcd06c	Starbucks Toffee Nut Latte Coffee Pods (6 Servings) - Instore Queensferry | Starbucks toffee nut latte 6 servings £0.90Asda Queensferry I believe they from last Christmas, they dated until 31/08/2025Bargain and to me they taste niceProbably just store specific but worth have a look elsewhere
Hotel Chocolat 40% Milk Chocolate Batons - 15 Chocolate Sticks, 120g	thread	4b88bed04d11a1e0b00da3e0cc8bbef93fdbe401fcf15cee4832a2043dab7ff1	Hotel Chocolat 40% Milk Chocolate Batons - 15 Chocolate Sticks, 120g | Item form: BatonOccasion: Holiday, Birthday, Thank You, ThanksgivingChocolate type: MilkFlavour: 40% MilkUnit count: 1 Count15 solid chocolate Batons in 40% milk from Hotel Chocolat.Meticulously crafted as the ultimate way to experience Hotel Chocolat’s chocolate grades.Hotel Chocolat’s mantra is: ‘more cacao, less sugar’ and their three pillars are authenticity, originality and ethics.Ingredients: cocoa solids (cocoa butter, cocoa mass), sugar, full cream MILK powder, emulsifier (SOYA lecithin). Milk chocolate contains minimum 40% cocoa solids, minimum 20% milk solids. For allergens including cereals containing gluten see ingredients in bold.
